data,_loaded_at,_source
"{""event_id"": ""EVT-20240315-00801"", ""event_type"": ""page_view"", ""occurred_at"": ""17/01/2024 18:41:00"", ""customer"": {""id"": "" C-00549 "", ""name"": ""JOHN KUMAR"", ""email"": ""JOHN.KUMAR@GMAIL.COM"", ""phone"": ""(+91) 98765-43210"", ""tier"": ""Gold"", ""address"": {""city"": ""jaipur"", ""state"": ""RJ"", ""country"": ""IN""}}, ""order"": {""order_id"": ""ORD-2024-00801"", ""channel"": ""Partner_API"", ""placed_at"": ""2024-01-17"", ""currency"": ""inr"", ""total_amount"": ""$3,450.76"", ""items"": [{""product_id"": ""P-397"", ""qty"": ""0"", ""unit_price"": ""454.36"", ""discount_pct"": 15}, {""product_id"": ""P-035"", ""qty"": ""0"", ""unit_price"": ""$818.05"", ""discount_pct"": 15}, {""product_id"": ""P-196"", ""qty"": ""4"", ""unit_price"": ""862.69"", ""discount_pct"": 30}], ""payment"": {""method"": ""Debit Card"", ""status"": ""success"", ""gateway"": ""Razorpay""}}, ""metadata"": {""app_version"": ""3.5.8"", ""is_test_event"": ""false""}}",2024-01-17 18:41:00,web
"{""event_id"": ""EVT-20240315-00802"", ""event_type"": ""ORDER_PLACED"", ""occurred_at"": ""01/06/2024 11:04:00"", ""customer"": {""id"": "" C-00305 "", ""name"": ""EMMA PATEL"", ""email"": ""EMMA.PATEL@GMAIL.COM"", ""phone"": ""(+91) 98765-43210"", ""tier"": ""GOLD"", ""address"": {""city"": ""pune"", ""state"": ""MH"", ""country"": ""IN""}}, ""order"": {""order_id"": ""ORD-2024-00802"", ""channel"": ""mobile_app"", ""placed_at"": ""2024-06-01"", ""currency"": ""inr"", ""total_amount"": ""$3,740.85"", ""items"": [{""product_id"": ""P-095"", ""qty"": ""5"", ""unit_price"": ""748.17"", ""discount_pct"": 50}, {""product_id"": ""P-280"", ""qty"": ""0"", ""unit_price"": ""689.61"", ""discount_pct"": 5}], ""payment"": {""method"": ""UPI"", ""status"": ""SUCCESS"", ""gateway"": ""PayU""}}, ""metadata"": {""app_version"": ""3.3.9"", ""is_test_event"": ""false""}}",2024-06-01 11:04:00,web
"{""event_id"": ""EVT-20240315-00512"", ""event_type"": ""order_cancelled"", ""occurred_at"": ""26/01/2024 23:01:00"", ""customer"": {""id"": "" C-00456 "", ""name"": ""JANE BROWN"", ""email"": ""JANE.BROWN@GMAIL.COM"", ""phone"": ""(+91) 98765-43210"", ""tier"": ""GOLD"", ""address"": {""city"": ""mumbai"", ""state"": ""MH"", ""country"": ""IN""}}, ""order"": {""order_id"": ""ORD-2024-00803"", ""channel"": ""WEB"", ""placed_at"": ""2024-01-26"", ""currency"": ""inr"", ""total_amount"": ""$9,986.56"", ""items"": [{""product_id"": ""P-372"", ""qty"": ""5"", ""unit_price"": ""$737.92"", ""discount_pct"": 5}, {""product_id"": ""P-226"", ""qty"": ""5"", ""unit_price"": ""256.76"", ""discount_pct"": 50}, {""product_id"": ""P-049"", ""qty"": ""1"", ""unit_price"": ""$372.21"", ""discount_pct"": 15}, {""product_id"": ""P-238"", ""qty"": ""5"", ""unit_price"": ""928.19"", ""discount_pct"": 15}, {""product_id"": ""P-168"", ""qty"": ""0"", ""unit_price"": ""820.87"", ""discount_pct"": 50}], ""payment"": {""method"": ""Credit Card"", ""status"": ""SUCCESS"", ""gateway"": ""Razorpay""}}, ""metadata"": {""app_version"": ""3.2.9"", ""is_test_event"": ""false""}}",2024-01-26 23:01:00,web
"{""event_id"": ""EVT-20240315-00804"", ""event_type"": ""page_view"", ""occurred_at"": ""28/02/2024 10:02:00"", ""customer"": {""id"": "" C-00343 "", ""name"": ""ROHAN SMITH"", ""email"": ""ROHAN.SMITH@GMAIL.COM"", ""phone"": ""(+91) 98765-43210"", ""tier"": null, ""address"": {""city"": ""jaipur"", ""state"": ""RJ"", ""country"": ""IN""}}, ""order"": {""order_id"": ""ORD-2024-00804"", ""channel"": ""WEB"", ""placed_at"": ""2024-02-28"", ""currency"": ""USD"", ""total_amount"": ""$0.00"", ""items"": [{""product_id"": ""P-095"", ""qty"": ""0"", ""unit_price"": ""569.42"", ""discount_pct"": 20}], ""payment"": {""method"": ""UPI"", ""status"": ""success"", ""gateway"": ""Razorpay""}}, ""metadata"": {""app_version"": ""3.2.1"", ""is_test_event"": ""false""}}",2024-02-28 10:02:00,partner_api
"{""event_id"": ""EVT-20240315-00805"", ""event_type"": ""page_view"", ""occurred_at"": ""11/06/2024 09:37:00"", ""customer"": {""id"": "" C-00445 "", ""name"": ""RAHUL PATEL"", ""email"": ""RAHUL.PATEL@GMAIL.COM"", ""phone"": ""(+91) 98765-43210"", ""tier"": ""GOLD"", ""address"": {""city"": ""mumbai"", ""state"": ""MH"", ""country"": ""IN""}}, ""order"": {""order_id"": ""ORD-2024-00805"", ""channel"": ""WEB"", ""placed_at"": ""2024-06-11"", ""currency"": ""USD"", ""total_amount"": ""$3,252.76"", ""items"": [{""product_id"": ""P-273"", ""qty"": ""4"", ""unit_price"": ""520.32"", ""discount_pct"": 5}, {""product_id"": ""P-120"", ""qty"": ""4"", ""unit_price"": ""292.87"", ""discount_pct"": 20}], ""payment"": {""method"": ""Debit Card"", ""status"": ""success"", ""gateway"": ""Razorpay""}}, ""metadata"": {""app_version"": ""3.2.5"", ""is_test_event"": ""false""}}",2024-06-11 09:37:00,web
"{""event_id"": ""EVT-20240315-00806"", ""event_type"": ""page_view"", ""occurred_at"": ""18/02/2024 23:47:00"", ""customer"": {""id"": "" C-00477 "", ""name"": ""JOHN KUMAR"", ""email"": ""JOHN.KUMAR@GMAIL.COM"", ""phone"": ""(+91) 98765-43210"", ""tier"": null, ""address"": {""city"": ""ahmedabad"", ""state"": ""GJ"", ""country"": ""IN""}}, ""order"": {""order_id"": ""ORD-2024-00806"", ""channel"": ""WEB"", ""placed_at"": ""2024-02-18"", ""currency"": ""usd"", ""total_amount"": ""$1,948.04"", ""items"": [{""product_id"": ""P-006"", ""qty"": ""1"", ""unit_price"": ""$234.74"", ""discount_pct"": 20}, {""product_id"": ""P-186"", ""qty"": ""3"", ""unit_price"": ""$571.10"", ""discount_pct"": 10}], ""payment"": {""method"": ""Debit Card"", ""status"": ""success"", ""gateway"": ""PayU""}}, ""metadata"": {""app_version"": ""3.3.3"", ""is_test_event"": ""false""}}",2024-02-18 23:47:00,web
"{""event_id"": ""EVT-20240315-00807"", ""event_type"": ""Add_To_Cart"", ""occurred_at"": ""06/01/2024 01:34:00"", ""customer"": {""id"": "" C-00012 "", ""name"": ""AMIT DOE"", ""email"": ""AMIT.DOE@GMAIL.COM"", ""phone"": ""(+91) 98765-43210"", ""tier"": ""gold"", ""address"": {""city"": ""delhi"", ""state"": ""DL"", ""country"": ""IN""}}, ""order"": {""order_id"": ""ORD-2024-00807"", ""channel"": ""WEB"", ""placed_at"": ""2024-01-06"", ""currency"": ""usd"", ""total_amount"": ""$136.35"", ""items"": [{""product_id"": ""P-352"", ""qty"": ""5"", ""unit_price"": ""27.27"", ""discount_pct"": 5}], ""payment"": {""method"": ""UPI"", ""status"": ""PENDING"", ""gateway"": ""PayU""}}, ""metadata"": {""app_version"": ""3.3.2"", ""is_test_event"": ""false""}}",2024-01-06 01:34:00,web
"{""event_id"": ""EVT-20240315-00808"", ""event_type"": ""page_view"", ""occurred_at"": ""29/02/2024 01:21:00"", ""customer"": {""id"": "" C-00259 "", ""name"": ""ROHAN KUMAR"", ""email"": ""ROHAN.KUMAR@GMAIL.COM"", ""phone"": ""(+91) 98765-43210"", ""tier"": ""GOLD"", ""address"": {""city"": ""ahmedabad"", ""state"": ""GJ"", ""country"": ""IN""}}, ""order"": {""order_id"": ""ORD-2024-00808"", ""channel"": ""Partner_API"", ""placed_at"": ""2024-02-29"", ""currency"": ""inr"", ""total_amount"": ""$932.64"", ""items"": [{""product_id"": ""P-155"", ""qty"": ""1"", ""unit_price"": ""$932.64"", ""discount_pct"": 80}, {""product_id"": ""P-182"", ""qty"": null, ""unit_price"": ""$796.92"", ""discount_pct"": 10}], ""payment"": {""method"": ""COD"", ""status"": ""SUCCESS"", ""gateway"": ""Razorpay""}}, ""metadata"": {""app_version"": ""3.3.1"", ""is_test_event"": ""false""}}",2024-02-29 01:21:00,partner_api
"{""event_id"": ""EVT-20240315-00809"", ""event_type"": ""order_cancelled"", ""occurred_at"": ""04/05/2024 03:19:00"", ""customer"": {""id"": "" C-00030 "", ""name"": ""EMMA SHAH"", ""email"": ""EMMA.SHAH@GMAIL.COM"", ""phone"": ""(+91) 98765-43210"", ""tier"": null, ""address"": {""city"": ""delhi"", ""state"": ""DL"", ""country"": ""IN""}}, ""order"": {""order_id"": ""ORD-2024-00809"", ""channel"": ""mobile_app"", ""placed_at"": ""2024-05-04"", ""currency"": ""usd"", ""total_amount"": ""$7,562.66"", ""items"": [{""product_id"": ""P-115"", ""qty"": ""1"", ""unit_price"": ""$356.36"", ""discount_pct"": 10}, {""product_id"": ""P-223"", ""qty"": ""5"", ""unit_price"": ""529.37"", ""discount_pct"": 50}, {""product_id"": ""P-324"", ""qty"": ""4"", ""unit_price"": ""910.50"", ""discount_pct"": 80}, {""product_id"": ""P-108"", ""qty"": ""5"", ""unit_price"": ""$183.49"", ""discount_pct"": 15}], ""payment"": {""method"": ""UPI"", ""status"": ""success"", ""gateway"": ""Razorpay""}}, ""metadata"": {""app_version"": ""3.3.4"", ""is_test_event"": ""false""}}",2024-05-04 03:19:00,mobile
"{""event_id"": ""EVT-20240315-00810"", ""event_type"": ""ORDER_PLACED"", ""occurred_at"": ""16/02/2024 08:23:00"", ""customer"": {""id"": "" C-00352 "", ""name"": ""ROHAN SINGH"", ""email"": ""ROHAN.SINGH@GMAIL.COM"", ""phone"": ""(+91) 98765-43210"", ""tier"": ""Gold"", ""address"": {""city"": ""jaipur"", ""state"": ""RJ"", ""country"": ""IN""}}, ""order"": {""order_id"": ""ORD-2024-00810"", ""channel"": ""Partner_API"", ""placed_at"": ""2024-02-16"", ""currency"": ""usd"", ""total_amount"": ""$4,709.31"", ""items"": [{""product_id"": ""P-026"", ""qty"": ""0"", ""unit_price"": ""250.92"", ""discount_pct"": 15}, {""product_id"": ""P-260"", ""qty"": null, ""unit_price"": ""$514.28"", ""discount_pct"": 20}, {""product_id"": ""P-374"", ""qty"": null, ""unit_price"": ""821.40"", ""discount_pct"": 5}, {""product_id"": ""P-338"", ""qty"": ""3"", ""unit_price"": ""531.53"", ""discount_pct"": 10}, {""product_id"": ""P-250"", ""qty"": ""4"", ""unit_price"": ""$778.68"", ""discount_pct"": 20}], ""payment"": {""method"": ""COD"", ""status"": ""SUCCESS"", ""gateway"": ""PayU""}}, ""metadata"": {""app_version"": ""3.5.1"", ""is_test_event"": ""false""}}",2024-02-16 08:23:00,mobile
"{""event_id"": ""EVT-20240315-00811"", ""event_type"": ""CHECKOUT"", ""occurred_at"": ""13/03/2024 13:06:00"", ""customer"": {""id"": "" C-00040 "", ""name"": ""DAVID PATEL"", ""email"": ""DAVID.PATEL@GMAIL.COM"", ""phone"": ""(+91) 98765-43210"", ""tier"": ""GOLD"", ""address"": {""city"": ""mumbai"", ""state"": ""MH"", ""country"": ""IN""}}, ""order"": {""order_id"": ""ORD-2024-00811"", ""channel"": ""WEB"", ""placed_at"": ""2024-03-13"", ""currency"": ""inr"", ""total_amount"": ""$430.70"", ""items"": [{""product_id"": ""P-111"", ""qty"": ""1"", ""unit_price"": ""$275.42"", ""discount_pct"": 15}, {""product_id"": ""P-127"", ""qty"": ""2"", ""unit_price"": ""77.64"", ""discount_pct"": 30}], ""payment"": {""method"": ""UPI"", ""status"": ""SUCCESS"", ""gateway"": ""PayU""}}, ""metadata"": {""app_version"": ""3.2.7"", ""is_test_event"": ""true""}}",2024-03-13 13:06:00,partner_api
"{""event_id"": ""EVT-20240315-00812"", ""event_type"": ""ORDER_PLACED"", ""occurred_at"": ""24/05/2024 04:09:00"", ""customer"": {""id"": "" C-00572 "", ""name"": ""JOHN JONES"", ""email"": ""JOHN.JONES@GMAIL.COM"", ""phone"": ""(+91) 98765-43210"", ""tier"": ""GOLD"", ""address"": {""city"": ""ahmedabad"", ""state"": ""GJ"", ""country"": ""IN""}}, ""order"": {""order_id"": ""ORD-2024-00812"", ""channel"": ""WEB"", ""placed_at"": ""2024-05-24"", ""currency"": ""usd"", ""total_amount"": ""$2,909.68"", ""items"": [{""product_id"": ""P-317"", ""qty"": ""5"", ""unit_price"": ""440.20"", ""discount_pct"": 30}, {""product_id"": ""P-325"", ""qty"": ""1"", ""unit_price"": ""708.68"", ""discount_pct"": 20}], ""payment"": {""method"": ""UPI"", ""status"": ""PENDING"", ""gateway"": ""Stripe""}}, ""metadata"": {""app_version"": ""3.2.6"", ""is_test_event"": ""false""}}",2024-05-24 04:09:00,partner_api
"{""event_id"": ""EVT-20240315-00813"", ""event_type"": ""order_cancelled"", ""occurred_at"": ""04/05/2024 13:55:00"", ""customer"": {""id"": "" C-00619 "", ""name"": ""AMIT SINGH"", ""email"": ""AMIT.SINGH@GMAIL.COM"", ""phone"": ""(+91) 98765-43210"", ""tier"": ""gold"", ""address"": {""city"": ""mumbai"", ""state"": ""MH"", ""country"": ""IN""}}, ""order"": {""order_id"": ""ORD-2024-00813"", ""channel"": ""WEB"", ""placed_at"": ""2024-05-04"", ""currency"": ""USD"", ""total_amount"": ""$1,670.16"", ""items"": [{""product_id"": ""P-117"", ""qty"": ""2"", ""unit_price"": ""835.08"", ""discount_pct"": 15}, {""product_id"": ""P-397"", ""qty"": ""0"", ""unit_price"": ""386.29"", ""discount_pct"": 15}], ""payment"": {""method"": ""Debit Card"", ""status"": ""SUCCESS"", ""gateway"": ""Stripe""}}, ""metadata"": {""app_version"": ""3.0.0"", ""is_test_event"": ""false""}}",2024-05-04 13:55:00,partner_api
"{""event_id"": ""EVT-20240315-00814"", ""event_type"": ""CHECKOUT"", ""occurred_at"": ""10/04/2024 06:09:00"", ""customer"": {""id"": "" C-00022 "", ""name"": ""RAHUL PATEL"", ""email"": ""RAHUL.PATEL@GMAIL.COM"", ""phone"": ""(+91) 98765-43210"", ""tier"": null, ""address"": {""city"": ""jaipur"", ""state"": ""RJ"", ""country"": ""IN""}}, ""order"": {""order_id"": ""ORD-2024-00814"", ""channel"": ""WEB"", ""placed_at"": ""2024-04-10"", ""currency"": ""INR"", ""total_amount"": ""$487.52"", ""items"": [{""product_id"": ""P-034"", ""qty"": null, ""unit_price"": ""$193.58"", ""discount_pct"": 30}, {""product_id"": ""P-255"", ""qty"": ""1"", ""unit_price"": ""$487.52"", ""discount_pct"": 20}], ""payment"": {""method"": ""UPI"", ""status"": ""success"", ""gateway"": ""Razorpay""}}, ""metadata"": {""app_version"": ""3.3.0"", ""is_test_event"": ""false""}}",2024-04-10 06:09:00,web
"{""event_id"": ""EVT-20240315-00577"", ""event_type"": ""CHECKOUT"", ""occurred_at"": ""07/06/2024 06:48:00"", ""customer"": {""id"": "" C-00607 "", ""name"": ""EMMA KUMAR"", ""email"": ""EMMA.KUMAR@GMAIL.COM"", ""phone"": ""(+91) 98765-43210"", ""tier"": ""gold"", ""address"": {""city"": ""mumbai"", ""state"": ""MH"", ""country"": ""IN""}}, ""order"": {""order_id"": ""ORD-2024-00815"", ""channel"": ""mobile_app"", ""placed_at"": ""2024-06-07"", ""currency"": ""INR"", ""total_amount"": ""$5,312.57"", ""items"": [{""product_id"": ""P-105"", ""qty"": ""1"", ""unit_price"": ""911.59"", ""discount_pct"": 50}, {""product_id"": ""P-307"", ""qty"": ""0"", ""unit_price"": ""$376.57"", ""discount_pct"": 30}, {""product_id"": ""P-084"", ""qty"": ""5"", ""unit_price"": ""123.09"", ""discount_pct"": 30}, {""product_id"": ""P-361"", ""qty"": ""5"", ""unit_price"": ""428.42"", ""discount_pct"": 50}, {""product_id"": ""P-042"", ""qty"": ""3"", ""unit_price"": ""$547.81"", ""discount_pct"": 10}], ""payment"": {""method"": ""COD"", ""status"": ""SUCCESS"", ""gateway"": ""PayU""}}, ""metadata"": {""app_version"": ""3.0.6"", ""is_test_event"": ""true""}}",2024-06-07 06:48:00,web
"{""event_id"": ""EVT-20240315-00816"", ""event_type"": ""Add_To_Cart"", ""occurred_at"": ""30/03/2024 18:17:00"", ""customer"": {""id"": "" C-00146 "", ""name"": ""JANE JONES"", ""email"": ""JANE.JONES@GMAIL.COM"", ""phone"": ""(+91) 98765-43210"", ""tier"": ""Gold"", ""address"": {""city"": ""pune"", ""state"": ""MH"", ""country"": ""IN""}}, ""order"": {""order_id"": ""ORD-2024-00816"", ""channel"": ""mobile_app"", ""placed_at"": ""2024-03-30"", ""currency"": ""INR"", ""total_amount"": ""$496.81"", ""items"": [{""product_id"": ""P-153"", ""qty"": ""1"", ""unit_price"": ""496.81"", ""discount_pct"": 10}], ""payment"": {""method"": ""COD"", ""status"": ""PENDING"", ""gateway"": ""PayU""}}, ""metadata"": {""app_version"": ""3.3.9"", ""is_test_event"": ""false""}}",2024-03-30 18:17:00,partner_api
"{""event_id"": ""EVT-20240315-00817"", ""event_type"": ""page_view"", ""occurred_at"": ""03/03/2024 18:26:00"", ""customer"": {""id"": "" C-00472 "", ""name"": ""DAVID PATEL"", ""email"": ""DAVID.PATEL@GMAIL.COM"", ""phone"": ""(+91) 98765-43210"", ""tier"": ""GOLD"", ""address"": {""city"": ""ahmedabad"", ""state"": ""GJ"", ""country"": ""IN""}}, ""order"": {""order_id"": ""ORD-2024-00817"", ""channel"": ""mobile_app"", ""placed_at"": ""2024-03-03"", ""currency"": ""INR"", ""total_amount"": ""$472.74"", ""items"": [{""product_id"": ""P-386"", ""qty"": ""2"", ""unit_price"": ""$236.37"", ""discount_pct"": 0}], ""payment"": {""method"": ""Credit Card"", ""status"": ""PENDING"", ""gateway"": ""PayU""}}, ""metadata"": {""app_version"": ""3.3.3"", ""is_test_event"": ""false""}}",2024-03-03 18:26:00,web
"{""event_id"": ""EVT-20240315-00818"", ""event_type"": ""Add_To_Cart"", ""occurred_at"": ""26/04/2024 17:57:00"", ""customer"": {""id"": "" C-00190 "", ""name"": ""JANE SMITH"", ""email"": ""JANE.SMITH@GMAIL.COM"", ""phone"": ""(+91) 98765-43210"", ""tier"": ""gold"", ""address"": {""city"": ""jaipur"", ""state"": ""RJ"", ""country"": ""IN""}}, ""order"": {""order_id"": ""ORD-2024-00818"", ""channel"": ""mobile_app"", ""placed_at"": ""2024-04-26"", ""currency"": ""usd"", ""total_amount"": ""$318.26"", ""items"": [{""product_id"": ""P-380"", ""qty"": ""2"", ""unit_price"": ""159.13"", ""discount_pct"": 80}], ""payment"": {""method"": ""COD"", ""status"": ""success"", ""gateway"": ""Stripe""}}, ""metadata"": {""app_version"": ""3.2.6"", ""is_test_event"": ""false""}}",2024-04-26 17:57:00,mobile
"{""event_id"": ""EVT-20240315-00333"", ""event_type"": ""order_cancelled"", ""occurred_at"": ""19/06/2024 18:10:00"", ""customer"": {""id"": "" C-00460 "", ""name"": ""NEHA KUMAR"", ""email"": ""NEHA.KUMAR@GMAIL.COM"", ""phone"": ""(+91) 98765-43210"", ""tier"": null, ""address"": {""city"": ""pune"", ""state"": ""MH"", ""country"": ""IN""}}, ""order"": {""order_id"": ""ORD-2024-00819"", ""channel"": ""mobile_app"", ""placed_at"": ""2024-06-19"", ""currency"": ""USD"", ""total_amount"": ""$8,289.34"", ""items"": [{""product_id"": ""P-120"", ""qty"": ""5"", ""unit_price"": ""654.50"", ""discount_pct"": 5}, {""product_id"": ""P-211"", ""qty"": ""5"", ""unit_price"": ""$171.10"", ""discount_pct"": 0}, {""product_id"": ""P-294"", ""qty"": ""0"", ""unit_price"": ""578.12"", ""discount_pct"": 50}, {""product_id"": ""P-219"", ""qty"": ""4"", ""unit_price"": ""$749.59"", ""discount_pct"": 80}, {""product_id"": ""P-119"", ""qty"": ""3"", ""unit_price"": ""$387.66"", ""discount_pct"": 15}], ""payment"": {""method"": ""Credit Card"", ""status"": ""SUCCESS"", ""gateway"": ""Stripe""}}, ""metadata"": {""app_version"": ""3.2.5"", ""is_test_event"": ""false""}}",2024-06-19 18:10:00,web
"{""event_id"": ""EVT-20240315-00635"", ""event_type"": ""order_cancelled"", ""occurred_at"": ""29/02/2024 16:36:00"", ""customer"": {""id"": "" C-00283 "", ""name"": ""JANE SHAH"", ""email"": ""JANE.SHAH@GMAIL.COM"", ""phone"": ""(+91) 98765-43210"", ""tier"": ""gold"", ""address"": {""city"": ""jaipur"", ""state"": ""RJ"", ""country"": ""IN""}}, ""order"": {""order_id"": ""ORD-2024-00820"", ""channel"": ""Partner_API"", ""placed_at"": ""2024-02-29"", ""currency"": ""USD"", ""total_amount"": ""$0.00"", ""items"": [{""product_id"": ""P-051"", ""qty"": null, ""unit_price"": ""$470.25"", ""discount_pct"": 10}], ""payment"": {""method"": ""Credit Card"", ""status"": ""PENDING"", ""gateway"": ""Stripe""}}, ""metadata"": {""app_version"": ""3.5.9"", ""is_test_event"": ""true""}}",2024-02-29 16:36:00,mobile
"{""event_id"": ""EVT-20240315-00821"", ""event_type"": ""page_view"", ""occurred_at"": ""16/04/2024 13:16:00"", ""customer"": {""id"": "" C-00179 "", ""name"": ""ANITA BROWN"", ""email"": ""ANITA.BROWN@GMAIL.COM"", ""phone"": ""(+91) 98765-43210"", ""tier"": ""gold"", ""address"": {""city"": ""mumbai"", ""state"": ""MH"", ""country"": ""IN""}}, ""order"": {""order_id"": ""ORD-2024-00821"", ""channel"": ""mobile_app"", ""placed_at"": ""2024-04-16"", ""currency"": ""INR"", ""total_amount"": ""$1,943.94"", ""items"": [{""product_id"": ""P-088"", ""qty"": ""3"", ""unit_price"": ""$647.98"", ""discount_pct"": 10}], ""payment"": {""method"": ""Debit Card"", ""status"": ""failed"", ""gateway"": ""Stripe""}}, ""metadata"": {""app_version"": ""3.3.6"", ""is_test_event"": ""false""}}",2024-04-16 13:16:00,partner_api
"{""event_id"": ""EVT-20240315-00822"", ""event_type"": ""page_view"", ""occurred_at"": ""20/04/2024 12:26:00"", ""customer"": {""id"": "" C-00095 "", ""name"": ""EMMA SINGH"", ""email"": ""EMMA.SINGH@GMAIL.COM"", ""phone"": ""(+91) 98765-43210"", ""tier"": ""GOLD"", ""address"": {""city"": ""jaipur"", ""state"": ""RJ"", ""country"": ""IN""}}, ""order"": {""order_id"": ""ORD-2024-00822"", ""channel"": ""mobile_app"", ""placed_at"": ""2024-04-20"", ""currency"": ""usd"", ""total_amount"": ""$3,422.67"", ""items"": [{""product_id"": ""P-207"", ""qty"": ""1"", ""unit_price"": ""974.04"", ""discount_pct"": 0}, {""product_id"": ""P-112"", ""qty"": ""3"", ""unit_price"": ""816.21"", ""discount_pct"": 15}], ""payment"": {""method"": ""Credit Card"", ""status"": ""SUCCESS"", ""gateway"": ""Razorpay""}}, ""metadata"": {""app_version"": ""3.3.9"", ""is_test_event"": ""false""}}",2024-04-20 12:26:00,web
"{""event_id"": ""EVT-20240315-00823"", ""event_type"": ""order_cancelled"", ""occurred_at"": ""23/04/2024 09:10:00"", ""customer"": {""id"": "" C-00261 "", ""name"": ""NEHA SINGH"", ""email"": ""NEHA.SINGH@GMAIL.COM"", ""phone"": ""(+91) 98765-43210"", ""tier"": null, ""address"": {""city"": ""pune"", ""state"": ""MH"", ""country"": ""IN""}}, ""order"": {""order_id"": ""ORD-2024-00823"", ""channel"": ""WEB"", ""placed_at"": ""2024-04-23"", ""currency"": ""usd"", ""total_amount"": ""$5,434.58"", ""items"": [{""product_id"": ""P-108"", ""qty"": ""5"", ""unit_price"": ""$328.80"", ""discount_pct"": 20}, {""product_id"": ""P-348"", ""qty"": ""4"", ""unit_price"": ""686.61"", ""discount_pct"": 80}, {""product_id"": ""P-165"", ""qty"": ""1"", ""unit_price"": ""$479.10"", ""discount_pct"": 0}, {""product_id"": ""P-069"", ""qty"": ""2"", ""unit_price"": ""$282.52"", ""discount_pct"": 50}], ""payment"": {""method"": ""COD"", ""status"": ""SUCCESS"", ""gateway"": ""PayU""}}, ""metadata"": {""app_version"": ""3.4.1"", ""is_test_event"": ""true""}}",2024-04-23 09:10:00,web
"{""event_id"": ""EVT-20240315-00824"", ""event_type"": ""order_cancelled"", ""occurred_at"": ""08/01/2024 02:58:00"", ""customer"": {""id"": "" C-00502 "", ""name"": ""PRIYA SMITH"", ""email"": ""PRIYA.SMITH@GMAIL.COM"", ""phone"": ""(+91) 98765-43210"", ""tier"": ""GOLD"", ""address"": {""city"": ""mumbai"", ""state"": ""MH"", ""country"": ""IN""}}, ""order"": {""order_id"": ""ORD-2024-00824"", ""channel"": ""mobile_app"", ""placed_at"": ""2024-01-08"", ""currency"": ""usd"", ""total_amount"": ""$4,336.32"", ""items"": [{""product_id"": ""P-292"", ""qty"": ""2"", ""unit_price"": ""$480.47"", ""discount_pct"": 50}, {""product_id"": ""P-024"", ""qty"": null, ""unit_price"": ""195.34"", ""discount_pct"": 0}, {""product_id"": ""P-128"", ""qty"": ""4"", ""unit_price"": ""$706.28"", ""discount_pct"": 20}, {""product_id"": ""P-112"", ""qty"": ""3"", ""unit_price"": ""183.42"", ""discount_pct"": 15}], ""payment"": {""method"": ""Credit Card"", ""status"": ""success"", ""gateway"": ""Stripe""}}, ""metadata"": {""app_version"": ""3.2.6"", ""is_test_event"": ""false""}}",2024-01-08 02:58:00,partner_api
"{""event_id"": ""EVT-20240315-00825"", ""event_type"": ""CHECKOUT"", ""occurred_at"": ""07/03/2024 20:52:00"", ""customer"": {""id"": "" C-00152 "", ""name"": ""JOHN PATEL"", ""email"": ""JOHN.PATEL@GMAIL.COM"", ""phone"": ""(+91) 98765-43210"", ""tier"": ""Gold"", ""address"": {""city"": ""ahmedabad"", ""state"": ""GJ"", ""country"": ""IN""}}, ""order"": {""order_id"": ""ORD-2024-00825"", ""channel"": ""WEB"", ""placed_at"": ""2024-03-07"", ""currency"": ""usd"", ""total_amount"": ""$123.79"", ""items"": [{""product_id"": ""P-296"", ""qty"": ""1"", ""unit_price"": ""$123.79"", ""discount_pct"": 15}], ""payment"": {""method"": ""Debit Card"", ""status"": ""failed"", ""gateway"": ""PayU""}}, ""metadata"": {""app_version"": ""3.2.1"", ""is_test_event"": ""true""}}",2024-03-07 20:52:00,web
"{""event_id"": ""EVT-20240315-00826"", ""event_type"": ""page_view"", ""occurred_at"": ""18/03/2024 19:20:00"", ""customer"": {""id"": "" C-00629 "", ""name"": ""ROHAN SHAH"", ""email"": ""ROHAN.SHAH@GMAIL.COM"", ""phone"": ""(+91) 98765-43210"", ""tier"": null, ""address"": {""city"": ""pune"", ""state"": ""MH"", ""country"": ""IN""}}, ""order"": {""order_id"": ""ORD-2024-00826"", ""channel"": ""WEB"", ""placed_at"": ""2024-03-18"", ""currency"": ""USD"", ""total_amount"": ""$3,510.16"", ""items"": [{""product_id"": ""P-307"", ""qty"": ""4"", ""unit_price"": ""877.54"", ""discount_pct"": 50}], ""payment"": {""method"": ""Debit Card"", ""status"": ""SUCCESS"", ""gateway"": ""PayU""}}, ""metadata"": {""app_version"": ""3.5.3"", ""is_test_event"": ""false""}}",2024-03-18 19:20:00,web
